,index,name,year,year_prod,cum,investmentMillNOK,recoverable_oil,remaining_oil,oil_price_nom,oil_price_real,oil_price_real_l1,oil_price_real_l2,oil_price_real_l3,oil_price_real_l4,oil_price_real_l5,oil_price_real_l6,oil_price_real_l7,oil_price_real_l8,diff_oil_price,pos_price_diff,neg_price_diff,diff_oil_price_3yr,pos_diff_3yr,neg_diff_3yr,deflator,bond_index,init_year,tot.prod,producing_from,producing_to,approved_at,shutdown,investmentMillNOK_real,maxyear,producing_time,time_to_peak
476,596,GRANE,2003,0.75107,0.8302700000000001,2537.0,131.8,37.7,28.8307031,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,0.40393025339550004,4.039302533955,1e-07,-2.018176092017,1e-06,2.018176092017,0.7550497453899999,1438.7,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,3360.0435143377003,2006,7,10
477,597,GRANE,2004,7.0861600000000005,7.91643,746.0,131.8,37.7,38.265,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,1.0533518381575,10.533518381575,1e-07,14.819005945353,14.819005945353,1e-06,0.78327904719,1516.6,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,952.4064286875309,2006,8,10
478,598,GRANE,2005,10.30776,18.22419,710.0,131.8,37.7,54.5210895,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,1.7586521299995,17.586521299995,1e-07,32.159342215525,32.159342215525,1e-06,0.8131569091399999,1546.51,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,873.140216875118,2006,9,10
479,599,GRANE,2006,12.61375,30.837940000000003,829.0,131.8,37.7,65.1440625,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,1.0095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,972.019794295982,2006,10,10
480,600,GRANE,2007,11.99245,42.83039,1052.0,131.8,37.7,72.38907840000002,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,0.596798389366799,5.96798389366799,1e-07,33.649612357186996,33.649612357186996,1e-06,0.90803283064,1689.14,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1158.54841862769,2006,11,10
481,601,GRANE,2008,10.037239999999999,52.867630000000005,989.0,131.8,37.7,97.2559728,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.3553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1033.15885309572,2006,12,10
482,602,GRANE,2009,10.723930000000001,63.59156,1097.0,131.8,37.7,61.671264799999996,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,-3.7711874746623004,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.9833487352600001,1885.0,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1115.5757471025302,2006,13,10
483,603,GRANE,2010,9.65447,73.24603,1170.0,131.8,37.7,79.49553359999999,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,1.7702299597529998,17.702299597529997,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1170.3232977616901,2006,14,10
484,604,GRANE,2011,8.17034,81.41637,1161.0,131.8,37.7,111.25559799999999,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,2.9856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1121.7840404464698,2006,15,10
485,606,GRANE,2012,7.10842,88.52479,1239.0,131.8,37.7,111.66970238095,11.166970238095,11.126416666666701,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,0.0405535714283332,0.405535714283332,1e-07,27.967820564543,27.967820564543,1e-06,1.0452581614799998,2449.56,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1185.35309807644,2006,16,10
486,608,GRANE,2013,5.50494,94.02973,1181.0,131.8,37.7,108.6375,10.86375,11.1651666666667,11.166970238095,11.126416666666701,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,-0.301416666666667,1e-07,3.0141666666666698,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,1113.1454150316802,2006,17,10
487,609,GRANE,2014,4.13666,98.16639,,131.8,37.7,,,,,,,,,,,,,,,,,1.08005677216,2424.99,1996,113.44515,2003-09-23 00:00:00,,2000-06-14,,,2006,18,10
493,622,GULLFAKS,1986,0.04448,0.04448,9691.0,369.9,13.4,14.43,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,7.8442633989637,9.0751511771177,10.262071626214,9.9965101101928,4.9369752760736,-2.8578310225082997,1e-07,28.578310225082998,-37.889016878463,1e-06,37.889016878463,0.5041569204899999,351.2,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,19222.1897709569,1994,0,8
494,623,GULLFAKS,1987,4.01999,4.06447,8965.0,369.9,13.4,18.435039399999997,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,7.8442633989637,9.0751511771177,10.262071626214,9.9965101101928,0.7030097672233,7.0300976722329995,1e-07,-26.338297290463,1e-06,26.338297290463,0.5532917038399999,357.67,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,16203.0262477828,1994,1,8
495,624,GULLFAKS,1988,8.63902,12.703489999999999,4447.0,369.9,13.4,14.923841699999999,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,7.8442633989637,9.0751511771177,10.262071626214,-0.8294718852983001,1e-07,8.294718852983001,-29.842931405833003,1e-06,29.842931405833003,0.5998895590300001,392.57,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,7413.031170588531,1994,2,8
496,625,GULLFAKS,1989,15.489970000000001,28.193459999999998,3114.0,369.9,13.4,18.2261133,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,7.8442633989637,9.0751511771177,0.47829657244880003,4.782965724488,1e-07,3.518344543738,3.518344543738,1e-06,0.62060750447,447.98,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,5017.664107460901,1994,3,8
497,626,GULLFAKS,1990,14.82957,43.02303,1187.0,369.9,13.4,23.725820300000002,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,7.8442633989637,0.7931109439797,7.931109439797,1e-07,4.419356311302001,4.419356311302001,1e-06,0.61968307593,481.0,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1915.4952686396803,1994,4,8
498,627,GULLFAKS,1991,19.90673,62.929759999999995,1265.0,369.9,13.4,20.003385199999997,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,-0.7957983860947999,1e-07,7.957983860948,4.756091303337,4.756091303337,1e-06,0.62105428404,568.73,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2036.85898722265,1994,5,8
499,628,GULLFAKS,1992,25.0271,87.95685999999999,1481.0,369.9,13.4,19.3208366,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,-0.2102358226799,1e-07,2.1023582267989998,-2.12923264795,1e-06,2.12923264795,0.62557077626,620.59,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2367.43795618814,1994,6,8
500,629,GULLFAKS,1993,28.67663,116.63349,1529.0,369.9,13.4,16.9716342,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,-0.4651603198946,1e-07,4.651603198946,-14.711945286693,1e-06,14.711945286693,0.63737796914,697.73,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2398.89057047743,1994,7,8
501,630,GULLFAKS,1994,30.743290000000002,147.37678,683.0,369.9,13.4,15.8173152,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,-0.2461530870914,1e-07,2.461530870914,-9.215492296659,1e-06,9.215492296659,0.6418274807,674.41,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1064.14888819515,1994,8,8
502,631,GULLFAKS,1995,28.09096,175.46774,1073.0,369.9,13.4,17.016679699999997,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,0.1131549669844,1.131549669844,1e-07,-5.981584400016001,1e-06,5.981584400016001,0.66338741206,819.75,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1617.45607542965,1994,9,8
503,632,GULLFAKS,1996,25.44501,200.91275,857.0,369.9,13.4,20.668488399999998,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,0.460848522909,4.60848522909,1e-07,3.27850402802,3.27850402802,1e-06,0.6729053332899999,847.54,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1273.5818213981402,1994,10,8
504,633,GULLFAKS,1997,24.1213,225.03405,1095.0,369.9,13.4,19.0925875,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,-0.2932695111765,1e-07,2.932695111765,2.807339787169,2.807339787169,1e-06,0.6855188605600001,935.57,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1597.33023115585,1994,11,8
505,634,GULLFAKS,1998,19.85485,244.8889,1072.0,369.9,13.4,12.715661500000001,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,-0.9401125413193,1e-07,9.401125413193,-7.725335295868,1e-06,7.725335295868,0.69929048414,1017.16,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1532.98239331594,1994,12,8
506,635,GULLFAKS,1999,17.27719,262.16609,1216.0,369.9,13.4,17.970077800000002,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,0.6854165880362,6.854165880362,1e-07,-5.479654644596,1e-06,5.479654644596,0.7072081202399999,997.97,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1719.43727058357,1994,13,8
507,636,GULLFAKS,2000,13.272089999999999,275.43818,1010.0,369.9,13.4,28.495449199999996,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,1.3228101204117,13.228101204117,1e-07,10.681141671286,10.681141671286,1e-06,0.7340292758499999,1089.13,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1375.9669174372198,1994,14,8
508,637,GULLFAKS,2001,10.53195,285.97013,1257.0,369.9,13.4,24.443891100000002,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,-0.6303663655795,1e-07,6.303663655795,13.778603428684,13.778603428684,1e-06,0.75789533722,1205.7,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1658.5403528285901,1994,15,8
509,638,GULLFAKS,2002,9.21072,295.18085,1194.0,369.9,13.4,25.0232558,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,0.0246185029823,0.24618502982299997,1e-07,7.170622578145,7.170622578145,1e-06,0.75298305701,1328.32,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1585.6930496434,1994,16,8
510,639,GULLFAKS,2003,9.50618,304.68703,1544.0,369.9,13.4,28.8307031,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,0.40393025339550004,4.039302533955,1e-07,-2.018176092017,1e-06,2.018176092017,0.7550497453899999,1438.7,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2044.89837845385,1994,17,8
511,640,GULLFAKS,2004,9.71229,314.39932000000005,1395.0,369.9,13.4,38.265,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,1.0533518381575,10.533518381575,1e-07,14.819005945353,14.819005945353,1e-06,0.78327904719,1516.6,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1780.97448796127,1994,18,8
512,641,GULLFAKS,2005,8.34642,322.74574,1248.0,369.9,13.4,54.5210895,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,1.7586521299995,17.586521299995,1e-07,32.159342215525,32.159342215525,1e-06,0.8131569091399999,1546.51,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1534.75914177485,1994,19,8
513,642,GULLFAKS,2006,6.42932,329.17506000000003,1212.0,369.9,13.4,65.1440625,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,1.0095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1421.09528430245,1994,20,8
514,643,GULLFAKS,2007,5.5602800000000006,334.73534,1485.0,369.9,13.4,72.38907840000002,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,0.596798389366799,5.96798389366799,1e-07,33.649612357186996,33.649612357186996,1e-06,0.90803283064,1689.14,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,1635.4034236332,1994,21,8
515,644,GULLFAKS,2008,5.3055,340.04084,2224.0,369.9,13.4,97.2559728,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.3553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2323.3016069614605,1994,22,8
516,645,GULLFAKS,2009,4.68992,344.73076000000003,2622.0,369.9,13.4,61.671264799999996,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,-3.7711874746623004,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.9833487352600001,1885.0,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2666.39891422318,1994,23,8
517,646,GULLFAKS,2010,3.9594199999999997,348.69018,2471.0,369.9,13.4,79.49553359999999,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,1.7702299597529998,17.702299597529997,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2471.68279381977,1994,24,8
518,647,GULLFAKS,2011,2.66304,351.35322,2941.0,369.9,13.4,111.25559799999999,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,2.9856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,2841.65965801297,1994,25,8
519,649,GULLFAKS,2012,2.5371200000000003,353.89034,3745.0,369.9,13.4,111.651666666667,11.1651666666667,11.166970238095,11.126416666666701,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,-0.00180357142833287,1e-07,0.0180357142833287,-1.9063102391233302,1e-06,1.9063102391233302,1.0452581614799998,2449.56,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,3582.8469348638105,1994,26,8
520,651,GULLFAKS,2013,2.56807,356.45841,3347.0,369.9,13.4,108.6375,10.86375,11.1651666666667,11.166970238095,11.126416666666701,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,-0.301416666666667,1e-07,3.0141666666666698,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,3154.69746326082,1994,27,8
521,652,GULLFAKS,2014,1.9335200000000001,358.39193,,369.9,13.4,,,,,,,,,,,,,,,,,1.08005677216,2424.99,1986,363.59209,1986-12-22 00:00:00,,1981-10-09,,,1994,28,8
524,655,GULLFAKS SØR,1998,0.06898,0.06898,3089.0,61.0,16.5,12.715661500000001,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,-0.9401125413193,1e-07,9.401125413193,-7.725335295868,1e-06,7.725335295868,0.69929048414,1017.16,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,4417.33452700834,2004,0,6
525,656,GULLFAKS SØR,1999,2.20708,2.2760599999999998,3297.0,61.0,16.5,17.970077800000002,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,0.6854165880362,6.854165880362,1e-07,-5.479654644596,1e-06,5.479654644596,0.7072081202399999,997.97,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,4661.993981179289,2004,1,6
526,657,GULLFAKS SØR,2000,2.99451,5.270569999999999,4312.0,61.0,16.5,28.495449199999996,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,1.3228101204117,13.228101204117,1e-07,10.681141671286,10.681141671286,1e-06,0.7340292758499999,1089.13,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,5874.42509701911,2004,2,6
527,658,GULLFAKS SØR,2001,3.83817,9.10874,2408.0,61.0,16.5,24.443891100000002,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,2.6965988806331,-0.6303663655795,1e-07,6.303663655795,13.778603428684,13.778603428684,1e-06,0.75789533722,1205.7,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,3177.21970533909,2004,3,6
528,659,GULLFAKS SØR,2002,3.72914,12.83788,1501.0,61.0,16.5,25.0232558,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,2.4504457935416997,0.0246185029823,0.24618502982299997,1e-07,7.170622578145,7.170622578145,1e-06,0.75298305701,1328.32,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,1993.4047466622699,2004,4,6
529,660,GULLFAKS SØR,2003,3.3791599999999997,16.21704,1194.0,61.0,16.5,28.8307031,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,2.5636007605261004,0.40393025339550004,4.039302533955,1e-07,-2.018176092017,1e-06,2.018176092017,0.7550497453899999,1438.7,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,1581.35276157635,2004,5,6
530,661,GULLFAKS SØR,2004,4.17065,20.38769,762.0,61.0,16.5,38.265,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,3.0244492834351,1.0533518381575,10.533518381575,1e-07,14.819005945353,14.819005945353,1e-06,0.78327904719,1516.6,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,972.833376219703,2004,6,6
531,662,GULLFAKS SØR,2005,3.8894900000000003,24.277179999999998,2050.0,61.0,16.5,54.5210895,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,2.7311797722586,1.7586521299995,17.586521299995,1e-07,32.159342215525,32.159342215525,1e-06,0.8131569091399999,1546.51,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,2521.03865435773,2004,7,6
532,663,GULLFAKS SØR,2006,2.93283,27.210009999999997,2809.0,61.0,16.5,65.1440625,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,1.7910672309393,1.0095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,3293.61110033464,2004,8,6
533,664,GULLFAKS SØR,2007,3.28033,30.490340000000003,1451.0,61.0,16.5,72.38907840000002,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.4764838189755,0.596798389366799,5.96798389366799,1e-07,33.649612357186996,33.649612357186996,1e-06,0.90803283064,1689.14,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,1597.9598435634803,2004,9,6
534,665,GULLFAKS SØR,2008,3.108,33.59834,133.0,61.0,16.5,97.2559728,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,3.7992939393872,2.3553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,138.93845041631002,2004,10,6
535,666,GULLFAKS SØR,2009,3.0074400000000003,36.605779999999996,118.0,61.0,16.5,61.671264799999996,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,3.1689275738077,-3.7711874746623004,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.9833487352600001,1885.0,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,119.99812047228599,2004,11,6
536,667,GULLFAKS SØR,2010,2.0852,38.690979999999996,63.0,61.0,16.5,79.49553359999999,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,3.19354607679,1.7702299597529998,17.702299597529997,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,63.017408341014004,2004,12,6
537,668,GULLFAKS SØR,2011,1.59382,40.2848,1613.0,61.0,16.5,111.25559799999999,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,6.409480298342499,4.650828168342999,3.5974763301854997,2.9856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,1558.51650063751,2004,13,6
538,670,GULLFAKS SØR,2012,1.88208,42.16688,4520.0,61.0,16.5,111.651666666667,11.1651666666667,11.166970238095,11.126416666666701,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,7.418991014694899,-0.00180357142833287,1e-07,0.0180357142833287,-1.9063102391233302,1e-06,1.9063102391233302,1.0452581614799998,2449.56,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,4324.2905595686,2004,14,6
539,672,GULLFAKS SØR,2013,2.38124,44.548120000000004,5476.0,61.0,16.5,108.6375,10.86375,11.1651666666667,11.166970238095,11.126416666666701,11.355797690579,8.370188181640701,6.599958221887699,10.371145696549998,8.0157894040617,-0.301416666666667,1e-07,3.0141666666666698,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,5161.37535369473,2004,15,6
540,673,GULLFAKS SØR,2014,2.05337,46.601490000000005,,61.0,16.5,,,,,,,,,,,,,,,,,1.08005677216,2424.99,1998,50.07739,1998-10-10 00:00:00,,1996-03-29,,,2004,16,6
543,698,GYDA,1990,1.4965,1.4965,1234.0,36.4,0.6,23.725820300000002,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,7.8442633989637,0.7931109439797,7.931109439797,1e-07,4.419356311302001,4.419356311302001,1e-06,0.61968307593,481.0,1990,36.284040000000005,1990-06-21 00:00:00,,1987-06-02,,1991.3404898916299,1994,0,4
544,699,GYDA,1991,3.12989,4.62639,327.0,36.4,0.6,20.003385199999997,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,6.811749698795201,-0.7957983860947999,1e-07,7.957983860948,4.756091303337,4.756091303337,1e-06,0.62105428404,568.73,1990,36.284040000000005,1990-06-21 00:00:00,,1987-06-02,,526.524022784036,1994,1,4
545,700,GYDA,1992,3.58715,8.21354,264.0,36.4,0.6,19.3208366,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,6.3596875072185,-0.2102358226799,1e-07,2.1023582267989998,-2.12923264795,1e-06,2.12923264795,0.62557077626,620.59,1990,36.284040000000005,1990-06-21 00:00:00,,1987-06-02,,422.01459853725,1994,2,4
546,701,GYDA,1993,3.70816,11.9217,316.0,36.4,0.6,16.9716342,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,5.8806790334572,-0.4651603198946,1e-07,4.651603198946,-14.711945286693,1e-06,14.711945286693,0.63737796914,697.73,1990,36.284040000000005,1990-06-21 00:00:00,,1987-06-02,,495.78117741717995,1994,3,4
547,702,GYDA,1994,3.80836,15.73006,310.0,36.4,0.6,15.8173152,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,3.0228480109489,-0.2461530870914,1e-07,2.461530870914,-9.215492296659,1e-06,9.215492296659,0.6418274807,674.41,1990,36.284040000000005,1990-06-21 00:00:00,,1987-06-02,,482.995835051972,1994,4,4
548,703,GYDA,1995,3.4475800000000003,19.17764,190.0,36.4,0.6,17.016679699999997,2.5636007605261004,2.4504457935416997,2.6965988806331,3.1617592005277,3.3719950232076004,4.1677934093024,3.3746824653227003,2.8963858928739,3.7258577781722004,0.1131549669844,1.131549669844,1e-07,-5.981584400016001,1e-06,5.981584400016001,0.66338741206,819.75,1990,36.284040000000005,1990-06-21 00:00:00,,1987-06-02,,286.408811119882,1994,5,4
