"","name","year","year_prod","cum","investmentMillNOK","recoverable_oil","remaining_oil","oil_price_nom","oil_price_real","oil_price_real_l1","oil_price_real_l2","oil_price_real_l3","oil_price_real_l4","oil_price_real_l5","oil_price_real_l6","oil_price_real_l7","oil_price_real_l8","diff_oil_price","pos_price_diff","neg_price_diff","diff_oil_price_3yr","pos_diff_3yr","neg_diff_3yr","deflator","bond_index","init_year","tot.prod","producing_from","producing_to","approved_at","shutdown","investmentMillNOK_real"
"503","FRØY",1992,NA,NA,194,5.6,0,19.3208366,31.617592005277,33.719950232076,41.677934093024,33.746824653227,28.963858928739,37.258577781722,30.228480109489,58.806790334572,63.596875072185,-2.102358226799,1e-07,2.102358226799,-2.12923264795,1e-06,2.12923264795,0.62557077626,620.59,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,310.11678831904
"512","FRØY",1993,NA,NA,1666,5.6,0,16.9716342,26.965988806331,31.617592005277,33.719950232076,41.677934093024,33.746824653227,28.963858928739,37.258577781722,30.228480109489,58.806790334572,-4.651603198946,1e-07,4.651603198946,-14.711945286693,1e-06,14.711945286693,0.63737796914,697.73,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,2613.83367587665
"508","FRØY",1994,NA,NA,2518,5.6,0,15.8173152,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,33.746824653227,28.963858928739,37.258577781722,30.228480109489,-2.461530870914,1e-07,2.461530870914,-9.215492296659,1e-06,9.215492296659,0.6418274807,674.41,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,3923.17262148666
"504","FRØY",1995,0.87132,0.87132,1019,5.6,0,17.0166797,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,33.746824653227,28.963858928739,37.258577781722,1.131549669844,1.131549669844,1e-07,-5.981584400016,1e-06,5.981584400016,0.66338741206,819.75,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,1536.05567647979
"513","FRØY",1996,1.77837,2.64969,135,5.6,0,20.6684884,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,33.746824653227,28.963858928739,4.60848522909,4.60848522909,1e-07,3.27850402802,3.27850402802,1e-06,0.67290533329,847.54,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,200.622573965868
"498","FRØY",1997,1.39602,4.04571,0,5.6,0,19.0925875,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,33.746824653227,-2.932695111765,1e-07,2.932695111765,2.807339787169,2.807339787169,1e-06,0.68551886056,935.57,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"510","FRØY",1998,0.71581,4.76152,0,5.6,0,12.7156615,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,-9.401125413193,1e-07,9.401125413193,-7.725335295868,1e-06,7.725335295868,0.69929048414,1017.16,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"499","FRØY",1999,0.49347,5.25499,0,5.6,0,17.9700778,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,6.854165880362,6.854165880362,1e-07,-5.479654644596,1e-06,5.479654644596,0.70720812024,997.97,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"500","FRØY",2000,0.26263,5.51762,0,5.6,0,28.4954492,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,13.228101204117,13.228101204117,1e-07,10.681141671286,10.681141671286,1e-06,0.73402927585,1089.13,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"505","FRØY",2001,0.03613,5.55375,0,5.6,0,24.4438911,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,-6.303663655795,1e-07,6.303663655795,13.778603428684,13.778603428684,1e-06,0.75789533722,1205.7,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"506","FRØY",2002,NA,NA,0,5.6,0,25.0232558,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,0.246185029823,0.246185029823,1e-07,7.170622578145,7.170622578145,1e-06,0.75298305701,1328.32,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"496","FRØY",2003,NA,NA,0,5.6,0,28.8307031,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,4.039302533955,4.039302533955,1e-07,-2.018176092017,1e-06,2.018176092017,0.75504974539,1438.7,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"501","FRØY",2004,NA,NA,0,5.6,0,38.265,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,10.533518381575,10.533518381575,1e-07,14.819005945353,14.819005945353,1e-06,0.78327904719,1516.6,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"518","FRØY",2005,NA,NA,0,5.6,0,54.5210895,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,17.586521299995,17.586521299995,1e-07,32.159342215525,32.159342215525,1e-06,0.81315690914,1546.51,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"515","FRØY",2006,NA,NA,0,5.6,0,65.1440625,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,10.095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"502","FRØY",2007,NA,NA,0,5.6,0,72.3890784,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,5.96798389366799,5.96798389366799,1e-07,33.649612357187,33.649612357187,1e-06,0.90803283064,1689.14,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"511","FRØY",2008,NA,NA,0,5.6,0,97.2559728,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,23.553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"507","FRØY",2009,NA,NA,19,5.6,0,61.6712648,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,-37.711874746623,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.98334873526,1885,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,19.3217312624868
"514","FRØY",2010,NA,NA,0,5.6,0,79.4955336,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,17.70229959753,17.70229959753,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"497","FRØY",2011,NA,NA,0,5.6,0,111.255598,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,29.856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"509","FRØY",2011,NA,NA,0,5.6,0,111.264166666667,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,-2.29381023912333,1e-07,2.29381023912333,45.2645844477897,45.2645844477897,1e-06,1.03495856434,2219.45,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"495","FRØY",2012,NA,NA,0,5.6,0,111.66970238095,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,0.405535714283332,0.405535714283332,1e-07,27.967820564543,27.967820564543,1e-06,1.04525816148,2449.56,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"517","FRØY",2012,NA,NA,0,5.6,0,111.651666666667,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,-0.0180357142833287,1e-07,0.0180357142833287,-1.90631023912333,1e-06,1.90631023912333,1.04525816148,2449.56,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"516","FRØY",2013,NA,NA,0,5.6,0,108.6375,108.6375,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,-3.01416666666667,1e-07,3.01416666666667,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,1992,5.55375,1995-05-15,2001-03-05,1992-05-18,2001-03-05,0
"519","GAUPE",2010,NA,NA,378,0.2,0,79.4955336,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,17.70229959753,17.70229959753,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,2010,0.29455,2012-03-31,NA,2010-06-25,NA,378.104450046084
"524","GAUPE",2011,NA,NA,1707,0.2,0,111.264166666667,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,-2.29381023912333,1e-07,2.29381023912333,45.2645844477897,45.2645844477897,1e-06,1.03495856434,2219.45,2010,0.29455,2012-03-31,NA,2010-06-25,NA,1649.34139280114
"525","GAUPE",2011,NA,NA,1707,0.2,0,111.255598,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,29.856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,2010,0.29455,2012-03-31,NA,2010-06-25,NA,1649.34139280114
"521","GAUPE",2012,0.11137,0.11137,233,0.2,0,111.66970238095,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,0.405535714283332,0.405535714283332,1e-07,27.967820564543,27.967820564543,1e-06,1.04525816148,2449.56,2010,0.29455,2012-03-31,NA,2010-06-25,NA,222.911438137054
"522","GAUPE",2012,0.11137,0.11137,233,0.2,0,111.651666666667,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,-0.0180357142833287,1e-07,0.0180357142833287,-1.90631023912333,1e-06,1.90631023912333,1.04525816148,2449.56,2010,0.29455,2012-03-31,NA,2010-06-25,NA,222.911438137054
"523","GAUPE",2013,0.04983,0.1612,11,0.2,0,108.6375,108.6375,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,-3.01416666666667,1e-07,3.01416666666667,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,2010,0.29455,2012-03-31,NA,2010-06-25,NA,10.3679928580427
"520","GAUPE",2014,0.02198,0.18318,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08005677216,2424.99,2010,0.29455,2012-03-31,NA,2010-06-25,NA,NA
"536","GIMLE",2004,NA,NA,113,3,0.3,38.265,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,10.533518381575,10.533518381575,1e-07,14.819005945353,14.819005945353,1e-06,0.78327904719,1516.6,2004,3.12181,2006-05-19,NA,2006-05-18,NA,144.265316945967
"532","GIMLE",2005,0.30007,0.30007,0,3,0.3,54.5210895,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,17.586521299995,17.586521299995,1e-07,32.159342215525,32.159342215525,1e-06,0.81315690914,1546.51,2004,3.12181,2006-05-19,NA,2006-05-18,NA,0
"527","GIMLE",2006,0.2557,0.55577,99,3,0.3,65.1440625,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,10.095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,2004,3.12181,2006-05-19,NA,2006-05-18,NA,116.079565301933
"533","GIMLE",2007,0.55001,1.10578,280,3,0.3,72.3890784,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,5.96798389366799,5.96798389366799,1e-07,33.649612357187,33.649612357187,1e-06,0.90803283064,1689.14,2004,3.12181,2006-05-19,NA,2006-05-18,NA,308.358894691781
"530","GIMLE",2008,0.61139,1.71717,272,3,0.3,97.2559728,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,23.553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,2004,3.12181,2006-05-19,NA,2006-05-18,NA,284.144800851401
"526","GIMLE",2009,0.33278,2.04995,6,3,0.3,61.6712648,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,-37.711874746623,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.98334873526,1885,2004,3.12181,2006-05-19,NA,2006-05-18,NA,6.10159934604846
"529","GIMLE",2010,0.22674,2.27669,1,3,0.3,79.4955336,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,17.70229959753,17.70229959753,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,2004,3.12181,2006-05-19,NA,2006-05-18,NA,1.00027632287324
"534","GIMLE",2011,0.19963,2.47632,9,3,0.3,111.264166666667,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,-2.29381023912333,1e-07,2.29381023912333,45.2645844477897,45.2645844477897,1e-06,1.03495856434,2219.45,2004,3.12181,2006-05-19,NA,2006-05-18,NA,8.6960003135385
"535","GIMLE",2011,0.19963,2.47632,9,3,0.3,111.255598,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,29.856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,2004,3.12181,2006-05-19,NA,2006-05-18,NA,8.6960003135385
"528","GIMLE",2012,0.1444,2.62072,150,3,0.3,111.651666666667,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,-0.0180357142833287,1e-07,0.0180357142833287,-1.90631023912333,1e-06,1.90631023912333,1.04525816148,2449.56,2004,3.12181,2006-05-19,NA,2006-05-18,NA,143.505217684799
"537","GIMLE",2012,0.1444,2.62072,150,3,0.3,111.66970238095,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,0.405535714283332,0.405535714283332,1e-07,27.967820564543,27.967820564543,1e-06,1.04525816148,2449.56,2004,3.12181,2006-05-19,NA,2006-05-18,NA,143.505217684799
"538","GIMLE",2013,0.10179,2.72251,490,3,0.3,108.6375,108.6375,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,-3.01416666666667,1e-07,3.01416666666667,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,2004,3.12181,2006-05-19,NA,2006-05-18,NA,461.84695458554
"531","GIMLE",2014,0.05527,2.77778,NA,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08005677216,2424.99,2004,3.12181,2006-05-19,NA,2006-05-18,NA,NA
"544","GINA KROG",2006,NA,NA,0,15.3,15.3,65.1440625,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,10.095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,2006,0,NA,NA,2013-05-21,NA,0
"545","GINA KROG",2007,NA,NA,0,15.3,15.3,72.3890784,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,5.96798389366799,5.96798389366799,1e-07,33.649612357187,33.649612357187,1e-06,0.90803283064,1689.14,2006,0,NA,NA,2013-05-21,NA,0
"546","GINA KROG",2008,NA,NA,0,15.3,15.3,97.2559728,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,23.553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,2006,0,NA,NA,2013-05-21,NA,0
"547","GINA KROG",2009,NA,NA,0,15.3,15.3,61.6712648,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,-37.711874746623,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.98334873526,1885,2006,0,NA,NA,2013-05-21,NA,0
"548","GINA KROG",2010,NA,NA,0,15.3,15.3,79.4955336,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,17.70229959753,17.70229959753,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,2006,0,NA,NA,2013-05-21,NA,0
"539","GINA KROG",2011,NA,NA,0,15.3,15.3,111.255598,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,29.856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,2006,0,NA,NA,2013-05-21,NA,0
"540","GINA KROG",2011,NA,NA,0,15.3,15.3,111.264166666667,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,-2.29381023912333,1e-07,2.29381023912333,45.2645844477897,45.2645844477897,1e-06,1.03495856434,2219.45,2006,0,NA,NA,2013-05-21,NA,0
"541","GINA KROG",2012,NA,NA,0,15.3,15.3,111.651666666667,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,-0.0180357142833287,1e-07,0.0180357142833287,-1.90631023912333,1e-06,1.90631023912333,1.04525816148,2449.56,2006,0,NA,NA,2013-05-21,NA,0
"542","GINA KROG",2012,NA,NA,0,15.3,15.3,111.66970238095,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,0.405535714283332,0.405535714283332,1e-07,27.967820564543,27.967820564543,1e-06,1.04525816148,2449.56,2006,0,NA,NA,2013-05-21,NA,0
"543","GINA KROG",2013,NA,NA,2147,15.3,15.3,108.6375,108.6375,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,-3.01416666666667,1e-07,3.01416666666667,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,2006,0,NA,NA,2013-05-21,NA,2023.64369692889
"563","GJØA",1997,NA,NA,0,11.8,4.8,19.0925875,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,33.746824653227,-2.932695111765,1e-07,2.932695111765,2.807339787169,2.807339787169,1e-06,0.68551886056,935.57,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"557","GJØA",1998,NA,NA,0,11.8,4.8,12.7156615,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,41.677934093024,-9.401125413193,1e-07,9.401125413193,-7.725335295868,1e-06,7.725335295868,0.69929048414,1017.16,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"559","GJØA",1999,NA,NA,0,11.8,4.8,17.9700778,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,33.719950232076,6.854165880362,6.854165880362,1e-07,-5.479654644596,1e-06,5.479654644596,0.70720812024,997.97,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"554","GJØA",2000,NA,NA,0,11.8,4.8,28.4954492,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,13.228101204117,13.228101204117,1e-07,10.681141671286,10.681141671286,1e-06,0.73402927585,1089.13,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"564","GJØA",2001,NA,NA,0,11.8,4.8,24.4438911,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,-6.303663655795,1e-07,6.303663655795,13.778603428684,13.778603428684,1e-06,0.75789533722,1205.7,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"551","GJØA",2002,NA,NA,0,11.8,4.8,25.0232558,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,0.246185029823,0.246185029823,1e-07,7.170622578145,7.170622578145,1e-06,0.75298305701,1328.32,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"552","GJØA",2003,NA,NA,0,11.8,4.8,28.8307031,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,4.039302533955,4.039302533955,1e-07,-2.018176092017,1e-06,2.018176092017,0.75504974539,1438.7,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"553","GJØA",2004,NA,NA,0,11.8,4.8,38.265,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,10.533518381575,10.533518381575,1e-07,14.819005945353,14.819005945353,1e-06,0.78327904719,1516.6,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"549","GJØA",2005,NA,NA,0,11.8,4.8,54.5210895,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,27.311797722586,17.586521299995,17.586521299995,1e-07,32.159342215525,32.159342215525,1e-06,0.81315690914,1546.51,1997,13.30665,2010-11-07,NA,2007-06-14,NA,0
"555","GJØA",2006,NA,NA,135,11.8,4.8,65.1440625,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,17.910672309393,10.095107163524,10.095107163524,1e-07,38.215146845094,38.215146845094,1e-06,0.8528632903,1614.19,1997,13.30665,2010-11-07,NA,2007-06-14,NA,158.290316320817
"556","GJØA",2007,NA,NA,3745,11.8,4.8,72.3890784,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,24.764838189755,5.96798389366799,5.96798389366799,1e-07,33.649612357187,33.649612357187,1e-06,0.90803283064,1689.14,1997,13.30665,2010-11-07,NA,2007-06-14,NA,4124.30021650258
"558","GJØA",2008,NA,NA,9143,11.8,4.8,97.2559728,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,37.992939393872,23.553562924883,23.553562924883,1e-07,39.616653982075,39.616653982075,1e-06,0.95725840904,1573.98,1997,13.30665,2010-11-07,NA,2007-06-14,NA,9551.23497861898
"550","GJØA",2009,NA,NA,9901,11.8,4.8,61.6712648,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,31.689275738077,-37.711874746623,1e-07,37.711874746623,-8.19032792807201,1e-06,8.19032792807201,0.98334873526,1885,1997,13.30665,2010-11-07,NA,2007-06-14,NA,10068.6558542043
"566","GJØA",2010,0.241,0.241,2672,11.8,4.8,79.4955336,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,31.9354607679,17.70229959753,17.70229959753,1e-07,3.54398777579,3.54398777579,1e-06,0.99972375346,2064.45,1997,13.30665,2010-11-07,NA,2007-06-14,NA,2672.73833471729
"562","GJØA",2011,2.1494,2.3904,2447,11.8,4.8,111.264166666667,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,-2.29381023912333,1e-07,2.29381023912333,45.2645844477897,45.2645844477897,1e-06,1.03495856434,2219.45,1997,13.30665,2010-11-07,NA,2007-06-14,NA,2364.34586302541
"567","GJØA",2011,2.1494,2.3904,2447,11.8,4.8,111.255598,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,46.50828168343,35.974763301855,29.856095089383,29.856095089383,1e-07,9.84651994028999,9.84651994028999,1e-06,1.03495856434,2219.45,1997,13.30665,2010-11-07,NA,2007-06-14,NA,2364.34586302541
"565","GJØA",2012,2.76254,5.15294,1112,11.8,4.8,111.651666666667,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,-0.0180357142833287,1e-07,0.0180357142833287,-1.90631023912333,1e-06,1.90631023912333,1.04525816148,2449.56,1997,13.30665,2010-11-07,NA,2007-06-14,NA,1063.85201376998
"568","GJØA",2012,2.76254,5.15294,1112,11.8,4.8,111.66970238095,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,74.189910146949,64.094802983425,0.405535714283332,0.405535714283332,1e-07,27.967820564543,27.967820564543,1e-06,1.04525816148,2449.56,1997,13.30665,2010-11-07,NA,2007-06-14,NA,1063.85201376998
"560","GJØA",2013,1.93479,7.08773,34,11.8,4.8,108.6375,108.6375,111.651666666667,111.66970238095,111.264166666667,113.55797690579,83.701881816407,65.999582218877,103.7114569655,80.157894040617,-3.01416666666667,1e-07,3.01416666666667,-2.62666666666667,1e-06,2.62666666666667,1.06095752096,2413.9,1997,13.30665,2010-11-07,NA,2007-06-14,NA,32.0465233794048
"561","GJØA",2014,1.30698,8.39471,NA,11.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08005677216,2424.99,1997,13.30665,2010-11-07,NA,2007-06-14,NA,NA
"569","GLITNE",2000,NA,NA,240,8.9,0,28.4954492,37.992939393872,24.764838189755,17.910672309393,27.311797722586,30.244492834351,25.636007605261,24.504457935417,26.965988806331,31.617592005277,13.228101204117,13.228101204117,1e-07,10.681141671286,10.681141671286,1e-06,0.73402927585,1089.13,2000,9.17977,2001-08-29,2013-02-23,2000-09-08,2013-02-24,326.962435826666
