"","name","year","year_prod","cum","investmentMillNOK","lon","lat","recoverable_oil","remaining_oil","oil_price_nom","oil_price_real","oil_price_real_l1","oil_price_real_l2","oil_price_real_l3","oil_price_real_l4","oil_price_real_l5","oil_price_real_l6","oil_price_real_l7","oil_price_real_l8","diff_oil_price","pos_price_diff","neg_price_diff","diff_oil_price_3yr","pos_diff_3yr","neg_diff_3yr","deflator","bond_index","init_year","tot.prod","producing_from","producing_to","approved_at","shutdown","investmentMillNOK_real"
"1135","SKULD",2011,NA,NA,1434,8.31425291966612,66.233748518855,13.4,13.4,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,2011,0.41416,2013-03-19,NA,2012-01-20,NA,1385.5627166238
"1133","SKULD",2012,NA,NA,0,8.31425291966612,66.233748518855,13.4,13.4,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,2011,0.41416,2013-03-19,NA,2012-01-20,NA,0
"1134","SKULD",2013,0.41416,0.41416,0,8.31425291966612,66.233748518855,13.4,13.4,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,2011,0.41416,2013-03-19,NA,2012-01-20,NA,0
"1136","SLEIPNER ØST",1987,NA,NA,73,1.96777871260869,58.4363066837147,0,0,18.4350394,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,6.67680766055,6.67680766055,1e-07,-25.014694434389,1e-06,25.014694434389,0.55329170384,357.67,1987,0,1993-08-24,NA,1986-12-15,NA,131.937637042738
"1158","SLEIPNER ØST",1988,NA,NA,538,1.96777871260869,58.4363066837147,0,0,14.9238417,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,-7.877876661437,1e-07,7.877876661437,-28.343206924529,1e-06,28.343206924529,0.59988955903,392.57,1987,0,1993-08-24,NA,1986-12-15,NA,896.831744946398
"1159","SLEIPNER ØST",1989,NA,NA,1757,1.96777871260869,58.4363066837147,0,0,18.2261133,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,4.542602916535,4.542602916535,1e-07,3.341533915648,3.341533915648,1e-06,0.62060750447,447.98,1987,0,1993-08-24,NA,1986-12-15,NA,2831.09692896879
"1160","SLEIPNER ØST",1990,NA,NA,3670,1.96777871260869,58.4363066837147,0,0,23.7258203,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,7.532540048975,7.532540048975,1e-07,4.197266304073,4.197266304073,1e-06,0.61968307593,481,1987,0,1993-08-24,NA,1986-12-15,NA,5922.3821700991
"1150","SLEIPNER ØST",1991,NA,NA,4718,1.96777871260869,58.4363066837147,0,0,20.0033852,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,-7.558063924941,1e-07,7.558063924941,4.517079040569,4.517079040569,1e-06,0.62105428404,568.73,1987,0,1993-08-24,NA,1986-12-15,NA,7596.75944799719
"1153","SLEIPNER ØST",1992,NA,NA,6571,1.96777871260869,58.4363066837147,0,0,19.3208366,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,-1.996706471,1e-07,1.996706471,-2.022230346966,1e-06,2.022230346966,0.62557077626,620.59,1987,0,1993-08-24,NA,1986-12-15,NA,10504.007299198
"1137","SLEIPNER ØST",1993,0,0,3835,1.96777871260869,58.4363066837147,0,0,16.9716342,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,-4.417841873697,1e-07,4.417841873697,-13.972612269638,1e-06,13.972612269638,0.63737796914,697.73,1987,0,1993-08-24,NA,1986-12-15,NA,6016.83802340153
"1138","SLEIPNER ØST",1994,0,0,484,1.96777871260869,58.4363066837147,0,0,15.8173152,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,-2.337829279458,1e-07,2.337829279458,-8.752377624155,1e-06,8.752377624155,0.6418274807,674.41,1987,0,1993-08-24,NA,1986-12-15,NA,754.096723113402
"1152","SLEIPNER ØST",1995,0,0,284,1.96777871260869,58.4363066837147,0,0,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1987,0,1993-08-24,NA,1986-12-15,NA,428.105801884456
"1157","SLEIPNER ØST",1996,0,0,147,1.96777871260869,58.4363066837147,0,0,20.6684884,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,4.376890751127,4.376890751127,1e-07,3.113746327578,3.113746327578,1e-06,0.67290533329,847.54,1987,0,1993-08-24,NA,1986-12-15,NA,218.455691651723
"1154","SLEIPNER ØST",1997,0,0,23,1.96777871260869,58.4363066837147,0,0,19.0925875,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,-2.785315667182,1e-07,2.785315667182,2.666259939854,2.666259939854,1e-06,0.68551886056,935.57,1987,0,1993-08-24,NA,1986-12-15,NA,33.5512285996206
"1155","SLEIPNER ØST",1998,0,0,214,1.96777871260869,58.4363066837147,0,0,12.7156615,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,-8.928681947696,1e-07,8.928681947696,-7.337106863751,1e-06,7.337106863751,0.69929048414,1017.16,1987,0,1993-08-24,NA,1986-12-15,NA,306.024470307473
"1156","SLEIPNER ØST",1999,0,0,162,1.96777871260869,58.4363066837147,0,0,17.9700778,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,6.509717132017,6.509717132017,1e-07,-5.204280482861,1e-06,5.204280482861,0.70720812024,997.97,1987,0,1993-08-24,NA,1986-12-15,NA,229.069767956034
"1161","SLEIPNER ØST",2000,0,0,356,1.96777871260869,58.4363066837147,0,0,28.4954492,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,12.56333717852,12.56333717852,1e-07,10.144372362841,10.144372362841,1e-06,0.73402927585,1089.13,1987,0,1993-08-24,NA,1986-12-15,NA,484.994279809555
"1148","SLEIPNER ØST",2001,0,0,290,1.96777871260869,58.4363066837147,0,0,24.4438911,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,-5.98687980578,1e-07,5.98687980578,13.086174504757,13.086174504757,1e-06,0.75789533722,1205.7,1987,0,1993-08-24,NA,1986-12-15,NA,382.638585775887
"1149","SLEIPNER ØST",2002,0,0,311,1.96777871260869,58.4363066837147,0,0,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,1987,0,1993-08-24,NA,1986-12-15,NA,413.023901540284
"1151","SLEIPNER ØST",2003,0,0,65,1.96777871260869,58.4363066837147,0,0,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,1987,0,1993-08-24,NA,1986-12-15,NA,86.0870431343912
"1147","SLEIPNER ØST",2004,0,0,198,1.96777871260869,58.4363066837147,0,0,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,1987,0,1993-08-24,NA,1986-12-15,NA,252.783475710632
"1162","SLEIPNER ØST",2005,0,0,297,1.96777871260869,58.4363066837147,0,0,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,1987,0,1993-08-24,NA,1986-12-15,NA,365.243161143535
"1139","SLEIPNER ØST",2006,0,0,323,1.96777871260869,58.4363066837147,0,0,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,1987,0,1993-08-24,NA,1986-12-15,NA,378.724238308326
"1140","SLEIPNER ØST",2007,0,0,503,1.96777871260869,58.4363066837147,0,0,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,1987,0,1993-08-24,NA,1986-12-15,NA,553.94472867845
"1141","SLEIPNER ØST",2008,0,0,961,1.96777871260869,58.4363066837147,0,0,97.2559728,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,22.369903904929,22.369903904929,1e-07,37.625761564829,37.625761564829,1e-06,0.95725840904,1573.98,1987,0,1993-08-24,NA,1986-12-15,NA,1003.90865300808
"1142","SLEIPNER ØST",2009,0,0,562,1.96777871260869,58.4363066837147,0,0,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,1987,0,1993-08-24,NA,1986-12-15,NA,571.516472079873
"1143","SLEIPNER ØST",2010,0,0,213,1.96777871260869,58.4363066837147,0,0,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,1987,0,1993-08-24,NA,1986-12-15,NA,213.058856772
"1144","SLEIPNER ØST",2011,0,0,201,1.96777871260869,58.4363066837147,0,0,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,1987,0,1993-08-24,NA,1986-12-15,NA,194.210673669027
"1145","SLEIPNER ØST",2012,0,0,0,1.96777871260869,58.4363066837147,0,0,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,1987,0,1993-08-24,NA,1986-12-15,NA,0
"1146","SLEIPNER ØST",2013,0,0,0,1.96777871260869,58.4363066837147,0,0,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,1987,0,1993-08-24,NA,1986-12-15,NA,0
"1163","SLEIPNER VEST",1991,NA,NA,15,1.73003775079862,58.4411174424518,0,0,20.0033852,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,-7.558063924941,1e-07,7.558063924941,4.517079040569,4.517079040569,1e-06,0.62105428404,568.73,1991,0,1996-08-29,NA,1992-12-14,NA,24.1524781093594
"1172","SLEIPNER VEST",1992,NA,NA,282,1.73003775079862,58.4411174424518,0,0,19.3208366,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,-1.996706471,1e-07,1.996706471,-2.022230346966,1e-06,2.022230346966,0.62557077626,620.59,1991,0,1996-08-29,NA,1992-12-14,NA,450.78832116479
"1173","SLEIPNER VEST",1993,NA,NA,955,1.73003775079862,58.4411174424518,0,0,16.9716342,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,-4.417841873697,1e-07,4.417841873697,-13.972612269638,1e-06,13.972612269638,0.63737796914,697.73,1991,0,1996-08-29,NA,1992-12-14,NA,1498.326026688
"1174","SLEIPNER VEST",1994,NA,NA,3418,1.73003775079862,58.4411174424518,0,0,15.8173152,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,-2.337829279458,1e-07,2.337829279458,-8.752377624155,1e-06,8.752377624155,0.6418274807,674.41,1991,0,1996-08-29,NA,1992-12-14,NA,5325.4185942182
"1184","SLEIPNER VEST",1995,NA,NA,3836,1.73003775079862,58.4411174424518,0,0,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1991,0,1996-08-29,NA,1992-12-14,NA,5782.44315503089
"1167","SLEIPNER VEST",1996,0,0,2725,1.73003775079862,58.4411174424518,0,0,20.6684884,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,4.376890751127,4.376890751127,1e-07,3.113746327578,3.113746327578,1e-06,0.67290533329,847.54,1991,0,1996-08-29,NA,1992-12-14,NA,4049.60380782956
"1164","SLEIPNER VEST",1997,0,0,758,1.73003775079862,58.4411174424518,0,0,19.0925875,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,-2.785315667182,1e-07,2.785315667182,2.666259939854,2.666259939854,1e-06,0.68551886056,935.57,1991,0,1996-08-29,NA,1992-12-14,NA,1105.73179471793
"1165","SLEIPNER VEST",1998,0,0,659,1.73003775079862,58.4411174424518,0,0,12.7156615,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,-8.928681947696,1e-07,8.928681947696,-7.337106863751,1e-06,7.337106863751,0.69929048414,1017.16,1991,0,1996-08-29,NA,1992-12-14,NA,942.383766040303
"1166","SLEIPNER VEST",1999,0,0,552,1.73003775079862,58.4411174424518,0,0,17.9700778,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,6.509717132017,6.509717132017,1e-07,-5.204280482861,1e-06,5.204280482861,0.70720812024,997.97,1991,0,1996-08-29,NA,1992-12-14,NA,780.534024146487
"1171","SLEIPNER VEST",2000,0,0,752,1.73003775079862,58.4411174424518,0,0,28.4954492,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,12.56333717852,12.56333717852,1e-07,10.144372362841,10.144372362841,1e-06,0.73402927585,1089.13,1991,0,1996-08-29,NA,1992-12-14,NA,1024.48229892355
"1168","SLEIPNER VEST",2001,0,0,391,1.73003775079862,58.4411174424518,0,0,24.4438911,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,-5.98687980578,1e-07,5.98687980578,13.086174504757,13.086174504757,1e-06,0.75789533722,1205.7,1991,0,1996-08-29,NA,1992-12-14,NA,515.902369097834
"1169","SLEIPNER VEST",2002,0,0,676,1.73003775079862,58.4411174424518,0,0,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,1991,0,1996-08-29,NA,1992-12-14,NA,897.762564119716
"1170","SLEIPNER VEST",2003,0,0,1299,1.73003775079862,58.4411174424518,0,0,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,1991,0,1996-08-29,NA,1992-12-14,NA,1720.4164466396
"1175","SLEIPNER VEST",2004,0,0,1499,1.73003775079862,58.4411174424518,0,0,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,1991,0,1996-08-29,NA,1992-12-14,NA,1913.74964692039
"1181","SLEIPNER VEST",2005,0,0,64,1.73003775079862,58.4411174424518,0,0,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,1991,0,1996-08-29,NA,1992-12-14,NA,78.7055970140951
"1182","SLEIPNER VEST",2006,0,0,219,1.73003775079862,58.4411174424518,0,0,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,1991,0,1996-08-29,NA,1992-12-14,NA,256.782068698215
"1183","SLEIPNER VEST",2007,0,0,679,1.73003775079862,58.4411174424518,0,0,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,1991,0,1996-08-29,NA,1992-12-14,NA,747.77031962757
"1185","SLEIPNER VEST",2008,0,0,1526,1.73003775079862,58.4411174424518,0,0,97.2559728,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,22.369903904929,22.369903904929,1e-07,37.625761564829,37.625761564829,1e-06,0.95725840904,1573.98,1991,0,1996-08-29,NA,1992-12-14,NA,1594.13590477661
"1176","SLEIPNER VEST",2009,0,0,905,1.73003775079862,58.4411174424518,0,0,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,1991,0,1996-08-29,NA,1992-12-14,NA,920.324568028977
"1177","SLEIPNER VEST",2010,0,0,1528,1.73003775079862,58.4411174424518,0,0,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,1991,0,1996-08-29,NA,1992-12-14,NA,1528.42222135031
"1178","SLEIPNER VEST",2011,0,0,438,1.73003775079862,58.4411174424518,0,0,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,1991,0,1996-08-29,NA,1992-12-14,NA,423.205348592207
"1179","SLEIPNER VEST",2012,0,0,0,1.73003775079862,58.4411174424518,0,0,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,1991,0,1996-08-29,NA,1992-12-14,NA,0
"1180","SLEIPNER VEST",2013,0,0,0,1.73003775079862,58.4411174424518,0,0,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,1991,0,1996-08-29,NA,1992-12-14,NA,0
"1192","SNØHVIT",2002,NA,NA,201,20.974280373147,71.494429314902,0,0,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,2002,0,2007-08-21,NA,2002-03-07,NA,266.938277201277
"1197","SNØHVIT",2003,NA,NA,902,20.974280373147,71.494429314902,0,0,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,2002,0,2007-08-21,NA,2002-03-07,NA,1194.62327549571
"1190","SNØHVIT",2004,NA,NA,2371,20.974280373147,71.494429314902,0,0,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,2002,0,2007-08-21,NA,2002-03-07,NA,3027.01828742378
"1191","SNØHVIT",2005,NA,NA,3093,20.974280373147,71.494429314902,0,0,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,2002,0,2007-08-21,NA,2002-03-07,NA,3803.69393069682
"1189","SNØHVIT",2006,NA,NA,1113,20.974280373147,71.494429314902,0,0,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,2002,0,2007-08-21,NA,2002-03-07,NA,1305.01571900052
"1186","SNØHVIT",2007,0,0,237,20.974280373147,71.494429314902,0,0,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,2002,0,2007-08-21,NA,2002-03-07,NA,261.003778721258
"1187","SNØHVIT",2008,0,0,27,20.974280373147,71.494429314902,0,0,97.2559728,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,22.369903904929,22.369903904929,1e-07,37.625761564829,37.625761564829,1e-06,0.95725840904,1573.98,2002,0,2007-08-21,NA,2002-03-07,NA,28.2055500845141
"1188","SNØHVIT",2009,0,0,58,20.974280373147,71.494429314902,0,0,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,2002,0,2007-08-21,NA,2002-03-07,NA,58.9821270118018
"1196","SNØHVIT",2010,0,0,100,20.974280373147,71.494429314902,0,0,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,2002,0,2007-08-21,NA,2002-03-07,NA,100.027632287324
"1193","SNØHVIT",2011,0,0,133,20.974280373147,71.494429314902,0,0,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,2002,0,2007-08-21,NA,2002-03-07,NA,128.507560188958
"1194","SNØHVIT",2012,0,0,0,20.974280373147,71.494429314902,0,0,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,2002,0,2007-08-21,NA,2002-03-07,NA,0
"1195","SNØHVIT",2013,0,0,0,20.974280373147,71.494429314902,0,0,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,2002,0,2007-08-21,NA,2002-03-07,NA,0
"1198","SNORRE",1988,NA,NA,995,2.1934638806552,61.4925806128278,249.9,64.1,14.9238417,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,-7.877876661437,1e-07,7.877876661437,-28.343206924529,1e-06,28.343206924529,0.59988955903,392.57,1988,189.91968,1992-08-03,NA,1988-05-27,NA,1658.63863609975
"1199","SNORRE",1989,NA,NA,2953,2.1934638806552,61.4925806128278,249.9,64.1,18.2261133,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,4.542602916535,4.542602916535,1e-07,3.341533915648,3.341533915648,1e-06,0.62060750447,447.98,1988,189.91968,1992-08-03,NA,1988-05-27,NA,4758.24088289404
"1208","SNORRE",1990,NA,NA,6210,2.1934638806552,61.4925806128278,249.9,64.1,23.7258203,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,7.532540048975,7.532540048975,1e-07,4.197266304073,4.197266304073,1e-06,0.61968307593,481,1988,189.91968,1992-08-03,NA,1988-05-27,NA,10021.2515739279
"1212","SNORRE",1991,NA,NA,5780,2.1934638806552,61.4925806128278,249.9,64.1,20.0033852,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,-7.558063924941,1e-07,7.558063924941,4.517079040569,4.517079040569,1e-06,0.62105428404,568.73,1988,189.91968,1992-08-03,NA,1988-05-27,NA,9306.75489813984
"1209","SNORRE",1992,1.55802,1.55802,3560,2.1934638806552,61.4925806128278,249.9,64.1,19.3208366,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,-1.996706471,1e-07,1.996706471,-2.022230346966,1e-06,2.022230346966,0.62557077626,620.59,1988,189.91968,1992-08-03,NA,1988-05-27,NA,5690.80291966898
