"","name","year","year_prod","cum","investmentMillNOK","lon","lat","recoverable_oil","remaining_oil","oil_price_nom","oil_price_real","oil_price_real_l1","oil_price_real_l2","oil_price_real_l3","oil_price_real_l4","oil_price_real_l5","oil_price_real_l6","oil_price_real_l7","oil_price_real_l8","diff_oil_price","pos_price_diff","neg_price_diff","diff_oil_price_3yr","pos_diff_3yr","neg_diff_3yr","deflator","bond_index","init_year","tot.prod","producing_from","producing_to","approved_at","shutdown","investmentMillNOK_real"
"509","GRANE",2003,0.75107,0.83027,2537,2.50607379481059,59.1857377077759,124.6,36.1,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,1996,93.58824,2003-09-23,NA,2000-06-14,NA,3360.0435143377
"514","GRANE",2004,7.08616,7.91643,746,2.50607379481059,59.1857377077759,124.6,36.1,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,1996,93.58824,2003-09-23,NA,2000-06-14,NA,952.406428687531
"520","GRANE",2005,10.30776,18.22419,710,2.50607379481059,59.1857377077759,124.6,36.1,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,1996,93.58824,2003-09-23,NA,2000-06-14,NA,873.140216875118
"513","GRANE",2006,12.61375,30.83794,829,2.50607379481059,59.1857377077759,124.6,36.1,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,1996,93.58824,2003-09-23,NA,2000-06-14,NA,972.019794295982
"507","GRANE",2007,11.99245,42.83039,1052,2.50607379481059,59.1857377077759,124.6,36.1,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,1996,93.58824,2003-09-23,NA,2000-06-14,NA,1158.54841862769
"521","GRANE",2008,10.03724,52.86763,989,2.50607379481059,59.1857377077759,124.6,36.1,97.2559728,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,22.369903904929,22.369903904929,1e-07,37.625761564829,37.625761564829,1e-06,0.95725840904,1573.98,1996,93.58824,2003-09-23,NA,2000-06-14,NA,1033.15885309572
"510","GRANE",2009,10.72393,63.59156,1097,2.50607379481059,59.1857377077759,124.6,36.1,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,1996,93.58824,2003-09-23,NA,2000-06-14,NA,1115.57574710253
"515","GRANE",2010,9.65447,73.24603,1170,2.50607379481059,59.1857377077759,124.6,36.1,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,1996,93.58824,2003-09-23,NA,2000-06-14,NA,1170.32329776169
"508","GRANE",2011,8.17034,81.41637,1161,2.50607379481059,59.1857377077759,124.6,36.1,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,1996,93.58824,2003-09-23,NA,2000-06-14,NA,1121.78404044647
"517","GRANE",2012,7.10842,88.52479,0,2.50607379481059,59.1857377077759,124.6,36.1,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,1996,93.58824,2003-09-23,NA,2000-06-14,NA,0
"518","GRANE",2013,5.06345,93.58824,0,2.50607379481059,59.1857377077759,124.6,36.1,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,1996,93.58824,2003-09-23,NA,2000-06-14,NA,0
"523","GUDRUN",2010,NA,NA,1078,1.75161092079814,58.8493803077664,11.7,11.7,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,2010,0,NA,NA,2010-06-16,NA,1078.29787605735
"524","GUDRUN",2011,NA,NA,4779,1.75161092079814,58.8493803077664,11.7,11.7,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,2010,0,NA,NA,2010-06-16,NA,4617.57616648895
"525","GUDRUN",2012,NA,NA,0,1.75161092079814,58.8493803077664,11.7,11.7,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,2010,0,NA,NA,2010-06-16,NA,0
"526","GUDRUN",2013,NA,NA,0,1.75161092079814,58.8493803077664,11.7,11.7,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,2010,0,NA,NA,2010-06-16,NA,0
"553","GULLFAKS",1981,NA,NA,357,2.13036380816768,61.2089581494083,365.5,11.6,35.93,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,46.7387117912,51.2340452592,16.1487694424,-11.2727303609,1e-07,11.2727303609,39.302163134841,39.302163134841,1e-06,0.34808704606,139.91,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1025.60553183718
"554","GULLFAKS",1982,NA,NA,880,2.13036380816768,61.2089581494083,365.5,11.6,32.97,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,46.7387117912,51.2340452592,-11.690308342254,1e-07,11.690308342254,-20.44087863201,1e-06,20.44087863201,0.38480464028,189.62,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2286.87470961804
"529","GULLFAKS",1983,NA,NA,2821,2.13036380816768,61.2089581494083,365.5,11.6,29.55,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,46.7387117912,-9.806258325738,1e-07,9.806258325738,-32.769297028892,1e-06,32.769297028892,0.41323660707,207.3,1981,356.28412,1986-12-22,NA,1981-10-09,NA,6826.59752726635
"542","GULLFAKS",1984,NA,NA,5268,2.13036380816768,61.2089581494083,365.5,11.6,28.78,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,-4.293442914295,1e-07,4.293442914295,-25.790009582287,1e-06,25.790009582287,0.43686986038,240.9,1981,356.28412,1986-12-22,NA,1981-10-09,NA,12058.5109611768
"531","GULLFAKS",1985,NA,NA,7336,2.13036380816768,61.2089581494083,365.5,11.6,27.56,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,-4.549364171297,1e-07,4.549364171297,-18.64906541133,1e-06,18.64906541133,0.47093857886,301.98,1981,356.28412,1986-12-22,NA,1981-10-09,NA,15577.4029338566
"544","GULLFAKS",1986,0.04448,0.04448,9691,2.13036380816768,61.2089581494083,365.5,11.6,14.43,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,-27.142137923642,1e-07,27.142137923642,-35.984945009234,1e-06,35.984945009234,0.50415692049,351.2,1981,356.28412,1986-12-22,NA,1981-10-09,NA,19222.1897709569
"532","GULLFAKS",1987,4.01999,4.06447,8965,2.13036380816768,61.2089581494083,365.5,11.6,18.4350394,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,6.67680766055,6.67680766055,1e-07,-25.014694434389,1e-06,25.014694434389,0.55329170384,357.67,1981,356.28412,1986-12-22,NA,1981-10-09,NA,16203.0262477828
"527","GULLFAKS",1988,8.63902,12.70349,4447,2.13036380816768,61.2089581494083,365.5,11.6,14.9238417,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,-7.877876661437,1e-07,7.877876661437,-28.343206924529,1e-06,28.343206924529,0.59988955903,392.57,1981,356.28412,1986-12-22,NA,1981-10-09,NA,7413.03117058853
"530","GULLFAKS",1989,15.48997,28.19346,3114,2.13036380816768,61.2089581494083,365.5,11.6,18.2261133,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,4.542602916535,4.542602916535,1e-07,3.341533915648,3.341533915648,1e-06,0.62060750447,447.98,1981,356.28412,1986-12-22,NA,1981-10-09,NA,5017.6641074609
"528","GULLFAKS",1990,14.82957,43.02303,1187,2.13036380816768,61.2089581494083,365.5,11.6,23.7258203,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,7.532540048975,7.532540048975,1e-07,4.197266304073,4.197266304073,1e-06,0.61968307593,481,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1915.49526863968
"536","GULLFAKS",1991,19.90673,62.92976,1265,2.13036380816768,61.2089581494083,365.5,11.6,20.0033852,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,-7.558063924941,1e-07,7.558063924941,4.517079040569,4.517079040569,1e-06,0.62105428404,568.73,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2036.85898722265
"537","GULLFAKS",1992,25.0271,87.95686,1481,2.13036380816768,61.2089581494083,365.5,11.6,19.3208366,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,-1.996706471,1e-07,1.996706471,-2.022230346966,1e-06,2.022230346966,0.62557077626,620.59,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2367.43795618814
"538","GULLFAKS",1993,28.67663,116.63349,1529,2.13036380816768,61.2089581494083,365.5,11.6,16.9716342,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,-4.417841873697,1e-07,4.417841873697,-13.972612269638,1e-06,13.972612269638,0.63737796914,697.73,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2398.89057047743
"539","GULLFAKS",1994,30.74329,147.37678,683,2.13036380816768,61.2089581494083,365.5,11.6,15.8173152,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,-2.337829279458,1e-07,2.337829279458,-8.752377624155,1e-06,8.752377624155,0.6418274807,674.41,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1064.14888819515
"540","GULLFAKS",1995,28.09096,175.46774,1073,2.13036380816768,61.2089581494083,365.5,11.6,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1617.45607542965
"541","GULLFAKS",1996,25.44501,200.91275,857,2.13036380816768,61.2089581494083,365.5,11.6,20.6684884,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,4.376890751127,4.376890751127,1e-07,3.113746327578,3.113746327578,1e-06,0.67290533329,847.54,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1273.58182139814
"552","GULLFAKS",1997,24.1213,225.03405,1095,2.13036380816768,61.2089581494083,365.5,11.6,19.0925875,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,-2.785315667182,1e-07,2.785315667182,2.666259939854,2.666259939854,1e-06,0.68551886056,935.57,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1597.33023115585
"558","GULLFAKS",1998,19.85485,244.8889,1072,2.13036380816768,61.2089581494083,365.5,11.6,12.7156615,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,-8.928681947696,1e-07,8.928681947696,-7.337106863751,1e-06,7.337106863751,0.69929048414,1017.16,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1532.98239331594
"557","GULLFAKS",1999,17.27719,262.16609,1216,2.13036380816768,61.2089581494083,365.5,11.6,17.9700778,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,6.509717132017,6.509717132017,1e-07,-5.204280482861,1e-06,5.204280482861,0.70720812024,997.97,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1719.43727058357
"546","GULLFAKS",2000,13.27209,275.43818,1010,2.13036380816768,61.2089581494083,365.5,11.6,28.4954492,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,12.56333717852,12.56333717852,1e-07,10.144372362841,10.144372362841,1e-06,0.73402927585,1089.13,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1375.96691743722
"533","GULLFAKS",2001,10.53195,285.97013,1257,2.13036380816768,61.2089581494083,365.5,11.6,24.4438911,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,-5.98687980578,1e-07,5.98687980578,13.086174504757,13.086174504757,1e-06,0.75789533722,1205.7,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1658.54035282859
"534","GULLFAKS",2002,9.21072,295.18085,1194,2.13036380816768,61.2089581494083,365.5,11.6,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1585.6930496434
"535","GULLFAKS",2003,9.50618,304.68703,1544,2.13036380816768,61.2089581494083,365.5,11.6,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2044.89837845385
"549","GULLFAKS",2004,9.71229,314.39932,1395,2.13036380816768,61.2089581494083,365.5,11.6,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1780.97448796127
"550","GULLFAKS",2005,8.34642,322.74574,1248,2.13036380816768,61.2089581494083,365.5,11.6,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1534.75914177485
"547","GULLFAKS",2006,6.42932,329.17506,1212,2.13036380816768,61.2089581494083,365.5,11.6,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1421.09528430245
"548","GULLFAKS",2007,5.56028,334.73534,1485,2.13036380816768,61.2089581494083,365.5,11.6,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,1981,356.28412,1986-12-22,NA,1981-10-09,NA,1635.4034236332
"555","GULLFAKS",2008,5.3055,340.04084,2224,2.13036380816768,61.2089581494083,365.5,11.6,97.2559728,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,22.369903904929,22.369903904929,1e-07,37.625761564829,37.625761564829,1e-06,0.95725840904,1573.98,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2323.30160696146
"551","GULLFAKS",2009,4.68992,344.73076,2622,2.13036380816768,61.2089581494083,365.5,11.6,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2666.39891422318
"559","GULLFAKS",2010,3.95942,348.69018,2471,2.13036380816768,61.2089581494083,365.5,11.6,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2471.68279381977
"543","GULLFAKS",2011,2.66304,351.35322,2941,2.13036380816768,61.2089581494083,365.5,11.6,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,1981,356.28412,1986-12-22,NA,1981-10-09,NA,2841.65965801297
"556","GULLFAKS",2012,2.53712,353.89034,0,2.13036380816768,61.2089581494083,365.5,11.6,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,1981,356.28412,1986-12-22,NA,1981-10-09,NA,0
"545","GULLFAKS",2013,2.39378,356.28412,0,2.13036380816768,61.2089581494083,365.5,11.6,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,1981,356.28412,1986-12-22,NA,1981-10-09,NA,0
"567","GULLFAKS SØR",1996,NA,NA,986,2.21528598111054,61.1067299939659,58.8,16.6,20.6684884,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,4.376890751127,4.376890751127,1e-07,3.113746327578,3.113746327578,1e-06,0.67290533329,847.54,1996,44.32178,1998-10-10,NA,1996-03-29,NA,1465.28783652108
"563","GULLFAKS SØR",1997,NA,NA,2554,2.21528598111054,61.1067299939659,58.8,16.6,19.0925875,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,-2.785315667182,1e-07,2.785315667182,2.666259939854,2.666259939854,1e-06,0.68551886056,935.57,1996,44.32178,1998-10-10,NA,1996-03-29,NA,3725.64512362744
"560","GULLFAKS SØR",1998,0.06898,0.06898,3089,2.21528598111054,61.1067299939659,58.8,16.6,12.7156615,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,-8.928681947696,1e-07,8.928681947696,-7.337106863751,1e-06,7.337106863751,0.69929048414,1017.16,1996,44.32178,1998-10-10,NA,1996-03-29,NA,4417.33452700834
"564","GULLFAKS SØR",1999,2.20708,2.27606,3297,2.21528598111054,61.1067299939659,58.8,16.6,17.9700778,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,6.509717132017,6.509717132017,1e-07,-5.204280482861,1e-06,5.204280482861,0.70720812024,997.97,1996,44.32178,1998-10-10,NA,1996-03-29,NA,4661.99398117929
"569","GULLFAKS SØR",2000,2.99451,5.27057,4312,2.21528598111054,61.1067299939659,58.8,16.6,28.4954492,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,12.56333717852,12.56333717852,1e-07,10.144372362841,10.144372362841,1e-06,0.73402927585,1089.13,1996,44.32178,1998-10-10,NA,1996-03-29,NA,5874.42509701911
"566","GULLFAKS SØR",2001,3.83817,9.10874,2408,2.21528598111054,61.1067299939659,58.8,16.6,24.4438911,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,-5.98687980578,1e-07,5.98687980578,13.086174504757,13.086174504757,1e-06,0.75789533722,1205.7,1996,44.32178,1998-10-10,NA,1996-03-29,NA,3177.21970533909
"576","GULLFAKS SØR",2002,3.72914,12.83788,1501,2.21528598111054,61.1067299939659,58.8,16.6,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,1996,44.32178,1998-10-10,NA,1996-03-29,NA,1993.40474666227
"573","GULLFAKS SØR",2003,3.37916,16.21704,1194,2.21528598111054,61.1067299939659,58.8,16.6,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,1996,44.32178,1998-10-10,NA,1996-03-29,NA,1581.35276157635
"575","GULLFAKS SØR",2004,4.17065,20.38769,762,2.21528598111054,61.1067299939659,58.8,16.6,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,1996,44.32178,1998-10-10,NA,1996-03-29,NA,972.833376219703
"568","GULLFAKS SØR",2005,3.88949,24.27718,2050,2.21528598111054,61.1067299939659,58.8,16.6,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,1996,44.32178,1998-10-10,NA,1996-03-29,NA,2521.03865435773
"574","GULLFAKS SØR",2006,2.93283,27.21001,2809,2.21528598111054,61.1067299939659,58.8,16.6,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,1996,44.32178,1998-10-10,NA,1996-03-29,NA,3293.61110033464
"570","GULLFAKS SØR",2007,3.28033,30.49034,1451,2.21528598111054,61.1067299939659,58.8,16.6,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,1996,44.32178,1998-10-10,NA,1996-03-29,NA,1597.95984356348
"577","GULLFAKS SØR",2008,3.108,33.59834,133,2.21528598111054,61.1067299939659,58.8,16.6,97.2559728,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,22.369903904929,22.369903904929,1e-07,37.625761564829,37.625761564829,1e-06,0.95725840904,1573.98,1996,44.32178,1998-10-10,NA,1996-03-29,NA,138.93845041631
"572","GULLFAKS SØR",2009,3.00744,36.60578,118,2.21528598111054,61.1067299939659,58.8,16.6,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,1996,44.32178,1998-10-10,NA,1996-03-29,NA,119.998120472286
"561","GULLFAKS SØR",2010,2.0852,38.69098,63,2.21528598111054,61.1067299939659,58.8,16.6,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,1996,44.32178,1998-10-10,NA,1996-03-29,NA,63.017408341014
"565","GULLFAKS SØR",2011,1.59382,40.2848,1613,2.21528598111054,61.1067299939659,58.8,16.6,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,1996,44.32178,1998-10-10,NA,1996-03-29,NA,1558.51650063751
"562","GULLFAKS SØR",2012,1.88208,42.16688,0,2.21528598111054,61.1067299939659,58.8,16.6,111.651666666667,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,0.387500000000003,0.387500000000003,1e-07,48.9688226014057,48.9688226014057,1e-06,1.04525816148,2449.56,1996,44.32178,1998-10-10,NA,1996-03-29,NA,0
"571","GULLFAKS SØR",2013,2.1549,44.32178,0,2.21528598111054,61.1067299939659,58.8,16.6,108.6375,108.6375,111.651666666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,-3.01416666666667,1e-07,3.01416666666667,29.1419664,29.1419664,1e-06,1.06095752096,2413.9,1996,44.32178,1998-10-10,NA,1996-03-29,NA,0
"578","GUNGNE",1995,NA,NA,153,1.91707179494344,58.3096141408118,0,0,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1995,0,1996-04-21,NA,1995-08-29,NA,230.634463691274
